8.83322,-6.27654,119.457
8.908869,-6.286967,119.4846
8.872524,-6.288004,119.4901
8.842709,-6.288091,119.5107
8.793861,-6.28741,119.5684
8.71001,-6.290232,119.6613
8.580811,-6.289974,119.7919
8.301328,-6.284744,120.0378
7.860494,-6.307951,120.3468
7.331964,-6.306406,120.6648
6.750605,-6.275528,121.0351
6.097301,-6.338156,121.4058
5.237026,-6.406461,121.7959
4.205045,-6.419291,122.4162
3.374388,-6.476146,122.8196
2.051247,-6.591669,123.0885
0.8612535,-6.733558,123.4193
-0.5366092,-6.854809,124.2227
-1.814535,-7.061691,124.6733
-3.510772,-7.435351,124.9334
-5.129921,-7.684158,125.8678
-6.857832,-7.905846,126.5371
-8.601623,-8.093415,127.1389
-10.40329,-8.129593,128.0177
-12.12752,-8.155411,128.8059
-13.57678,-8.064064,129.4903
-14.98472,-7.94798,130.3027
-15.97731,-7.765738,130.9175
-17.05629,-7.551963,131.5957
-17.87105,-7.421205,131.9453
-19.49665,-7.136518,133.0261
-20.13069,-7.095398,133.3522
-20.85706,-7.117575,133.7888
-21.64665,-7.090224,134.2806
-22.2264,-7.066002,134.6886
-22.59724,-7.062331,134.9342
-22.99855,-7.060143,135.233
-23.34568,-7.019526,135.4768
-23.77486,-6.938947,135.9799
-24.00877,-6.92343,136.142
-24.30507,-6.89392,136.4309
-24.50219,-6.885931,136.6468
-24.59898,-6.874061,136.7607
-24.69017,-6.848902,136.95
-24.74968,-6.833722,137.0712
-24.7728,-6.838295,137.1281
-24.76917,-6.844728,137.1894
-24.79425,-6.84513,137.23
-24.80622,-6.859003,137.2612
-24.83369,-6.860631,137.3275
-24.84945,-6.866235,137.3887
-24.87309,-6.861709,137.4353
-24.90204,-6.869759,137.4781
-24.91807,-6.881614,137.4908
-24.96385,-6.884655,137.5437
-25.01434,-6.889378,137.5923
-25.06125,-6.889534,137.6259
-25.09738,-6.902671,137.6145
-25.15163,-6.913737,137.64
-25.22028,-6.930814,137.6522
-25.31659,-6.943435,137.7305
-25.40031,-6.955047,137.762
-25.49207,-6.970854,137.757
-25.59855,-6.975914,137.8333
-25.68518,-6.993032,137.8665
-25.73243,-6.991564,137.8671
-25.77847,-7.005187,137.8518
-25.82155,-7.005581,137.8806
-25.83314,-7.019494,137.8922
-25.83906,-7.030453,137.8881
-25.85215,-7.042289,137.9216
-25.83302,-7.04946,137.917
-25.82858,-7.058111,137.9104
-25.79827,-7.061053,137.908
-25.77716,-7.070025,137.8882
-25.73236,-7.089007,137.8492
-25.65008,-7.091338,137.8329
-25.55619,-7.08594,137.7966
-25.39317,-7.087935,137.6777
-25.26993,-7.080835,137.6242
-25.08215,-7.043862,137.571
-24.85201,-7.007878,137.4741
-24.52437,-6.969059,137.308
-24.16471,-6.935163,137.1439
-23.81159,-6.916322,136.9915
-23.22025,-6.848986,136.8627
-22.7655,-6.884327,136.6432
-22.1787,-6.900568,136.2585
-21.44444,-6.987079,135.8136
-20.90461,-7.00263,135.6431
-20.13847,-7.098554,135.3122
-19.04325,-6.97344,135.2401
-18.07061,-7.056748,134.863
-16.97645,-7.244025,134.374
-15.7685,-7.398915,133.7582
-14.88478,-7.53627,133.4619
-13.52813,-7.690022,132.8719
-12.33709,-7.754632,132.3436
-10.65281,-7.647523,132.0423
-9.330847,-7.632277,131.5655
-8.157102,-7.477165,131.1723
-7.142604,-7.327188,131.0509
-4.86387,-7.048526,130.4933
-4.136188,-6.928794,130.3058
-3.235067,-6.806404,130.0463
-2.515412,-6.712831,129.9464
-1.940622,-6.614957,129.9007
-1.40409,-6.551436,129.8278
-0.8977359,-6.499846,129.781
-0.5493842,-6.468554,129.7608
-0.1896423,-6.480086,129.674
0.3052316,-6.433129,129.7074
0.4784864,-6.421766,129.7079
0.5955964,-6.413733,129.7036
0.6702197,-6.411864,129.7155
0.7263678,-6.411989,129.7616
0.7341958,-6.407549,129.8525
0.6924922,-6.398354,129.9145
0.6363782,-6.394209,129.9792
0.5435917,-6.379816,130.095
0.3870426,-6.3885,130.1879
0.14832,-6.396342,130.3288
-0.1311064,-6.441761,130.42
-1.052301,-6.59002,130.5999
-1.652449,-6.71547,130.5942
-2.35894,-6.751043,130.7354
-3.140753,-6.796074,130.9455
-3.909967,-6.83324,130.9106
-5.38074,-6.744277,131.2107
-6.136318,-6.681226,131.4007
-6.892787,-6.711022,131.5692
-7.586862,-6.747808,131.698
-8.892164,-6.786452,131.9115
-9.474008,-6.77679,132.0338
-10.50901,-6.73836,132.2446
-11.00228,-6.729006,132.2933
-11.37965,-6.746995,132.2551
-11.65906,-6.765876,132.3152
-12.09796,-6.772396,132.3682
-12.23633,-6.778477,132.3801
-12.3429,-6.787019,132.3708
-12.50383,-6.788308,132.3779
-12.54562,-6.774924,132.3527
-12.57727,-6.762775,132.301
-12.60166,-6.75013,132.1627
-12.57766,-6.733802,132.1272
-12.55553,-6.712978,132.0906
-12.48951,-6.708741,131.993
-12.25521,-6.65078,131.8547
-12.08329,-6.643387,131.7804
-12.00506,-6.626465,131.7786
-11.90433,-6.633884,131.7251
-11.8139,-6.627249,131.72
-11.71958,-6.628257,131.6979
-11.61259,-6.635186,131.6494
-11.52093,-6.632598,131.6478
-11.11931,-6.636632,131.5995
-11.02342,-6.628056,131.5895
-10.94652,-6.619523,131.5837
-10.85305,-6.622809,131.566
-10.74734,-6.616362,131.5615
-10.63738,-6.623126,131.5417
-10.54999,-6.617448,131.546
-10.47883,-6.622604,131.5417
-10.40081,-6.628451,131.5378
-10.33535,-6.628085,131.5367
-10.27096,-6.630492,131.5288
-10.20847,-6.617606,131.5759
-10.13719,-6.629002,131.5647
-9.732358,-6.650699,131.5582
-9.703952,-6.655965,131.5607
-9.629179,-6.664046,131.5679
-9.601634,-6.66698,131.5697
-9.531424,-6.681217,131.5622
-9.511726,-6.662406,131.6148
-9.494187,-6.663424,131.611
-9.480645,-6.668176,131.6165
-9.471494,-6.671084,131.615
-9.457926,-6.673747,131.6132
-9.450708,-6.673549,131.6069
-9.439932,-6.6702,131.6086
-9.427615,-6.671634,131.6115
-9.413895,-6.679855,131.6093
-9.400858,-6.683991,131.6115
-9.279323,-6.696124,131.6305
-9.257723,-6.701052,131.6335
-9.247911,-6.697736,131.6761
-9.24378,-6.699496,131.6785
-9.23662,-6.709665,131.6552
-9.232919,-6.714052,131.6674
-9.224743,-6.715739,131.672
-9.217621,-6.71992,131.6615
-9.20838,-6.729394,131.6383
-9.199914,-6.676138,131.6778
-9.184933,-6.652848,131.6662
-9.172354,-6.619486,131.6517
-9.158012,-6.574369,131.6412
-9.150928,-6.52674,131.618
-9.13972,-6.479275,131.6001
-9.136735,-6.421992,131.5602
-9.134863,-6.354,131.5146
-9.132141,-6.278808,131.4768
-9.131082,-6.217093,131.4548
-9.116203,-6.142197,131.4658
-9.114885,-6.071394,131.4477
-9.142379,-5.905155,131.3967
-9.15089,-5.844611,131.3894
-9.153727,-5.787821,131.3821
-9.140226,-5.735573,131.3603
-9.137094,-5.706866,131.3433
-9.132329,-5.690942,131.3368
-9.127993,-5.680079,131.287
-9.124939,-5.689536,131.2635
-9.115129,-5.749616,131.2273
-9.118942,-5.820364,131.2205
-9.130194,-6.026577,131.2049
-9.143107,-6.11599,131.1821
-9.148677,-6.203064,131.1542
-9.183965,-6.295583,131.1228
-9.216619,-6.385863,131.1279
-9.247675,-6.498666,131.1552
-9.276578,-6.61756,131.1701
-9.306179,-6.765253,131.2822
-9.321491,-6.756795,131.3189
-9.330957,-6.729993,131.3615
-9.342516,-6.709245,131.3914
-9.352084,-6.6956,131.4008
-9.35631,-6.688115,131.3819
-9.392259,-6.648111,131.2863
-9.458361,-6.624382,131.1486
-9.545547,-6.611886,131.072
-9.891173,-6.623387,130.6996
-10.15858,-6.634096,130.4768
-10.45662,-6.641225,130.2804
-10.78495,-6.685683,129.9747
-11.10071,-6.727478,129.6541
-11.465,-6.787313,129.2384
-12.3042,-6.844581,128.3793
-12.8137,-6.91236,127.8304
-13.36473,-6.96402,127.2905
-14.09447,-7.024344,126.5723
-15.03416,-7.020047,124.9634
-15.81908,-6.929555,124.0814
-17.24648,-6.8889,122.4599
-18.01183,-6.796862,121.5836
-18.94669,-6.774006,120.4883
-19.65289,-6.723151,119.4907
-20.79215,-6.803763,117.1654
-21.81614,-6.249643,116.0215
-22.37581,-6.423529,114.7988
-22.87854,-6.569401,113.3014
-23.70825,-6.619877,109.0028
-23.78967,-6.670054,106.6193
-24.29445,-6.783587,101.5999
-24.93229,-7.377332,99.17311
-24.99643,-7.276135,97.25589
-26.0689,-7.571241,93.40297
-26.31355,-8.078773,91.00941
-27.66572,-7.70245,87.53206
-30.63073,-8.470359,82.40145
-31.86509,-10.87811,80.2198
-32.4996,-9.984408,77.0949
-35.20449,-24.56986,73.23385
-36.27685,-25.90966,70.33022
-37.37733,-26.00272,68.16234
-34.99426,-27.37262,64.2587
-35.81726,-26.74205,64.38125
-38.26757,-27.61811,58.25786
