-13.84484,-6.462844,113.7429
-13.44055,-6.340929,114.5502
-12.58956,-6.045961,115.8058
-11.93221,-5.72052,117.3289
-11.38113,-5.54019,118.699
-10.73808,-5.435029,120.4688
-10.22172,-5.477895,121.499
-9.911222,-5.591837,122.6684
-9.302147,-5.735688,123.9835
-9.010733,-5.802411,125.2065
-8.820871,-5.943653,126.3872
-8.470093,-6.00849,127.7939
-8.282417,-6.17678,129.1712
-8.025879,-6.376269,130.399
-7.854125,-6.619504,131.5656
-7.745658,-6.499125,133.5507
-7.721815,-6.521269,134.4418
-7.714042,-6.483568,135.7685
-7.658515,-6.412159,136.9413
-7.670799,-6.405056,138.0101
-7.656278,-6.332176,138.9515
-7.580653,-6.232065,139.9458
-7.488685,-6.201721,140.4559
-7.29369,-6.189315,141.0288
-7.035614,-6.212965,141.5507
-6.732539,-6.213025,142.1972
-6.449944,-6.160205,142.6091
-6.151491,-6.126252,143.0198
-5.815615,-6.062058,143.5038
-5.322816,-6.103946,143.6504
-4.872112,-6.151343,143.7982
-4.334109,-6.150604,143.8627
-3.821633,-6.130097,143.8999
-3.32804,-6.01274,143.9617
-2.925627,-5.995199,143.9561
-2.57053,-5.996386,143.8553
-2.260831,-5.996313,143.8097
-1.869647,-5.957713,143.8334
-1.665795,-5.935135,143.6865
-1.479052,-5.944076,143.6222
-1.423267,-5.968566,143.4756
-1.345238,-5.958535,143.4862
-1.352234,-5.961411,143.388
-1.413172,-5.998082,143.3489
-1.510769,-6.016765,143.2398
-1.702601,-6.042658,143.1352
-1.984542,-6.082623,142.9862
-2.35752,-6.084401,143.0205
-2.834871,-6.083582,142.9126
-3.247245,-6.096986,142.8427
-3.646016,-6.076276,142.8368
-4.034881,-6.101119,142.8678
-4.391998,-6.124522,142.8891
-4.737794,-6.165482,142.9542
-5.078873,-6.193817,143.0161
-5.372517,-6.212907,143.0777
-5.63251,-6.247156,143.1386
-5.860363,-6.278394,143.1889
-6.070755,-6.295226,143.2074
-6.240347,-6.313275,143.2138
-6.372241,-6.323493,143.2477
-6.475481,-6.343164,143.2715
-6.563566,-6.353191,143.2831
-6.664397,-6.357143,143.3074
-6.749861,-6.367561,143.3096
-6.822166,-6.370654,143.3123
-6.868562,-6.370428,143.2909
-6.910783,-6.369256,143.2908
-6.952411,-6.364767,143.3222
-6.986052,-6.364856,143.3036
-7.005606,-6.366831,143.2876
-7.016502,-6.390723,143.2612
-7.026113,-6.371529,143.2534
-7.028671,-6.371463,143.2445
-7.034485,-6.375302,143.2287
-7.037566,-6.381004,143.2234
-7.043887,-6.384388,143.2361
-7.036569,-6.40138,143.2013
-7.031197,-6.407778,143.2316
-7.017996,-6.427599,143.217
-6.997372,-6.445318,143.205
-6.981782,-6.452906,143.2018
-6.971306,-6.465088,143.1985
-6.951068,-6.475005,143.1923
-6.918749,-6.493646,143.1676
-6.902966,-6.500314,143.1563
-6.885261,-6.507554,143.1532
-6.870198,-6.518995,143.147
-6.844197,-6.528609,143.1261
-6.820714,-6.53556,143.1149
-6.790937,-6.541662,143.109
-6.762404,-6.55096,143.0928
-6.738463,-6.544658,143.0867
-6.695873,-6.55167,143.0717
-6.658526,-6.558734,143.0675
-6.594452,-6.569445,143.0243
-6.55652,-6.568063,143.0614
-6.528926,-6.572705,143.0565
-6.49286,-6.579238,143.0588
-6.455033,-6.590222,143.0459
-6.410593,-6.593535,143.0208
-6.369597,-6.593726,143.0417
-6.32706,-6.596219,143.0394
-6.279136,-6.607839,143.006
-6.239691,-6.602933,143.0258
-6.187224,-6.616479,142.9928
-6.14643,-6.615271,143.0122
-6.084177,-6.625627,143.0031
-6.008769,-6.632284,143.0108
-5.938773,-6.638125,142.9971
-5.846797,-6.65002,142.9937
-5.748744,-6.669708,142.9726
-5.630013,-6.700387,142.9407
-5.480679,-6.708532,142.9185
-5.314062,-6.730382,142.8545
-5.116168,-6.77383,142.7819
-4.942777,-6.786206,142.7708
-4.7134,-6.804513,142.6897
-4.494908,-6.83414,142.6195
-4.241154,-6.874009,142.5451
-3.966969,-6.900312,142.4632
-3.675544,-6.908638,142.3701
-3.313456,-6.960418,142.2706
-2.954373,-7.003137,142.1783
-2.575118,-7.072752,142.057
-2.1987,-7.115773,141.9586
-1.829065,-7.144536,141.811
-1.474529,-7.171241,141.705
-1.116217,-7.204439,141.5809
-0.7832713,-7.195796,141.4448
-0.471622,-7.196546,141.3261
-0.1505315,-7.237487,141.0673
0.1111186,-7.235265,140.9469
0.3045661,-7.234826,140.723
0.5227321,-7.228405,140.5704
0.6746046,-7.214717,140.3254
0.7792892,-7.206649,140.2104
0.8282646,-7.197968,139.9558
0.8268188,-7.174582,139.867
0.8553565,-7.174115,139.5947
0.6986145,-7.231805,139.0829
0.6112179,-7.215161,138.9429
0.3678995,-7.19838,138.6918
-0.02749086,-7.216553,138.2564
-0.3933476,-7.243832,137.858
-0.903358,-7.321106,137.3727
-1.387733,-7.304938,137.147
-2.171143,-7.258317,136.579
-2.937752,-7.121325,136.0482
-3.633871,-6.992557,135.593
-4.372571,-6.913187,135.1432
-5.109739,-6.858179,134.7336
-5.788229,-6.787729,134.3578
-6.602587,-6.709857,133.9877
-7.375105,-6.704496,133.5266
-8.019608,-6.652783,133.2364
-8.741953,-6.61663,132.8977
-9.353433,-6.508533,132.6853
-9.979744,-6.570381,132.1893
-10.41075,-6.532963,131.8878
-10.79722,-6.512988,131.5676
-11.17517,-6.493441,131.2401
-11.42551,-6.495104,130.8614
-11.62649,-6.487735,130.5614
-11.74618,-6.504563,130.198
-11.78867,-6.510693,129.9859
-11.80984,-6.511952,129.8112
-11.77361,-6.523847,129.5276
-11.6136,-6.56729,129.075
-11.43529,-6.572146,128.7927
-11.14409,-6.595707,128.4401
-10.76563,-6.603623,128.0567
-10.27381,-6.633962,127.6303
-9.591754,-6.702778,127.0885
-8.688449,-6.701156,126.7117
-7.956922,-6.887866,126.2675
-7.113412,-7.029014,125.4887
-6.225213,-7.171838,125.0587
-5.134702,-7.230456,124.6743
-3.97466,-7.33308,124.1588
-2.835167,-7.30275,123.7841
-1.552071,-7.20013,123.2876
-0.532189,-7.095254,122.8825
0.8984548,-6.90079,122.496
1.832956,-6.787215,122.1966
2.72531,-6.679329,121.9315
3.690446,-6.618833,121.6291
4.40742,-6.512789,121.3783
5.038973,-6.461666,121.1596
5.730394,-6.397653,120.9385
6.281756,-6.362078,120.7174
6.851444,-6.344699,120.5144
7.283772,-6.30718,120.3397
7.68008,-6.312371,119.9928
7.961579,-6.253851,119.9623
8.260181,-6.272215,119.7489
8.423884,-6.264271,119.604
8.630939,-6.282946,119.5168
8.748158,-6.287241,119.4538
8.772701,-6.278321,119.4411
8.822982,-6.270508,119.4609
